# This file contains a filtered version of the Human Interactome that includes
# only the yeast two-hybrd interactions ("Binary interactions").
# gene_ID_1	 gene_ID_2	data_source(s)
5201	6176	binary;literature;signaling
5093	57060	binary;literature
11007	79005	binary;literature;signaling
196513	4089	binary;literature;signaling
11170	821	binary;literature;signaling
572	596	binary;literature;signaling
29956	527	binary;literature;signaling
1998	861	binary;literature;signaling
25843	5802	binary;literature;signaling
80204	9040	binary;literature
10421	6421	binary;literature
3309	56896	binary;literature;signaling
60492	8848	binary;literature;signaling
22938	4950	binary;literature
267	7322	binary;literature;signaling
2274	84676	binary;literature
27185	5142	binary;literature
3643	5782	binary;literature;signaling
55607	5997	binary;literature
60412	84062	binary;literature
10158	10813	binary;literature;signaling
1028	9134	binary;literature;signaling
3725	7443	binary;literature;kinase
6993	94086	binary;literature
3866	90060	binary;literature;signaling
1956	9479	binary;literature
2217	567	binary;literature;signaling
6783	9869	binary;literature;signaling
6303	7280	binary;literature
1111	995	binary;literature;signaling;kinase
55183	6687	binary;literature
23478	54978	binary;literature
26275	2885	binary;literature
7325	91445	binary;literature
6449	7917	binary;literature;signaling
5710	5886	binary;literature;signaling
2130	4707	binary;literature
1432	55578	binary;literature
6297	79959	binary;literature;signaling
10241	11170	binary;literature;signaling
1967	379	binary;literature;signaling
207	4193	binary;literature;signaling;kinase
5682	79096	binary;literature;signaling
23043	23368	binary;literature
2975	84950	binary;literature;signaling
54778	7323	binary;literature
51225	9454	binary;literature
26994	84164	binary;literature;signaling
10152	5108	binary;literature;signaling
23641	6602	binary;literature;signaling
22985	8644	binary;literature;signaling
1822	4745	binary;literature;signaling
5698	8202	binary;literature
7332	7681	binary;literature
221981	8853	binary;literature
168417	4188	binary;literature
7329	9869	binary;literature
51619	57169	binary;literature
9853	9947	binary;literature
207	669	binary;literature
54978	871	binary;literature;signaling
5976	84572	binary;literature
5207	5595	binary;literature
56159	84260	binary;literature;signaling
25	5335	binary;literature;signaling
207	2932	binary;literature;signaling;kinase
116225	26061	binary;literature;signaling
10939	1912	binary;literature;signaling
2079	9094	binary;literature;signaling
1398	64714	binary;literature
4110	51375	binary;literature;signaling
4175	8900	binary;literature;signaling
2563	56893	binary;literature
1398	3980	binary;literature
56893	7917	binary;literature;signaling
10084	55183	binary;literature
350	5930	binary;literature
1785	7919	binary;literature;signaling
25	91179	binary;literature
22999	25	binary;literature
51003	6118	binary;literature;signaling
23499	85445	binary;literature;signaling
22806	22806	binary;literature
23328	4690	binary;literature
4188	79870	binary;literature
25	9472	binary;literature
10971	2492	binary;literature;signaling
11315	7329	binary;literature
509	54857	binary;literature;signaling
1060	1432	binary;literature
3184	5094	binary;literature;signaling
11030	55342	binary;literature;signaling
11161	56144	binary;literature;signaling
1400	8312	binary;literature;signaling
4087	8065	binary;literature;signaling
3433	3437	binary;literature
10615	1822	binary;literature;signaling
260425	2904	binary;literature;signaling
1912	7703	binary;literature
4646	7314	binary;literature
23633	8125	binary;literature;signaling
10188	5795	binary;literature
10574	51003	binary;literature;signaling
40	9463	binary;literature;signaling
83755	9721	binary;literature;signaling
117144	54507	binary;literature;signaling
4824	7150	binary;literature
1054	1649	binary;literature;signaling
56254	7320	binary;literature
55139	80023	binary;literature
2549	5787	binary;literature
59349	7917	binary;literature;signaling
2958	2958	binary;literature
11315	367	binary;literature
7916	8974	binary;literature;signaling
5996	7786	binary;literature;signaling
4086	90987	binary;literature
2885	9266	binary;literature
1031	2661	binary;literature;signaling
1160	55183	binary;literature
4005	8861	binary;literature;signaling;complexes
1107	9905	binary;literature;signaling
56893	5768	binary;literature
29761	6498	binary;literature
11161	55734	binary;literature;signaling
7335	9781	binary;literature
284403	55183	binary;literature
333	4860	binary;literature;signaling
64145	84062	binary;literature
10282	83878	binary;literature
54715	6311	binary;literature;signaling
10656	22893	binary;literature;signaling
4478	9368	binary;literature;signaling
116071	9802	binary;literature
51684	58526	binary;literature;signaling
4071	7846	binary;signaling
10010	7187	binary;literature;signaling
113878	84528	binary;literature;signaling
11214	7052	binary;literature
84937	997	binary;literature
1797	5976	binary;literature;signaling
25930	57062	binary;literature;signaling
5300	53635	binary;literature;signaling
10015	7251	binary;literature;signaling
25	5424	binary;literature
10382	57662	binary;literature
3096	54840	binary;literature;signaling
6310	7791	binary;literature;signaling
55660	8621	binary;literature;signaling
8945	993	binary;literature;signaling
2189	6709	binary;literature
2246	2263	binary;literature;signaling
3572	3976	binary;literature
1856	80125	binary;literature;signaling
3547	57610	binary;literature;signaling
4638	5295	binary;literature
79577	9804	binary;literature;signaling
4615	4615	binary;literature
2885	357	binary;literature
10542	84232	binary;literature;signaling
1398	6886	binary;literature
2317	5663	binary;literature;signaling
10152	3880	binary;literature
1787	55791	binary;literature;signaling
79094	84528	binary;literature
2010	6457	binary;literature;signaling
10540	7251	binary;literature
1803	3627	binary;literature;signaling
1759	51429	binary;literature
11098	6938	binary;literature;signaling
27095	51693	binary;literature
116985	2261	binary;literature;signaling
5478	6279	binary;literature;signaling
10989	54949	binary;literature
10513	4300	binary;literature;signaling
2582	2582	binary;literature
55916	56000	binary;literature
23040	23043	binary;literature
4690	9228	binary;literature
55791	5717	binary;literature;signaling
1759	6456	binary;literature;signaling
6118	7280	binary;literature
10174	9231	binary;literature;signaling
10664	94086	binary;literature
2064	6850	binary;literature
2026	57827	binary;literature;signaling
27122	402665	binary;signaling
2597	5272	binary;literature;signaling
57692	7874	binary;literature
83755	83897	binary;literature;signaling
645455	862	binary;literature
10980	6118	binary;literature;signaling
7157	8554	binary;literature;signaling
2065	5921	binary;literature
23406	240	binary;literature
55743	7325	binary;literature
20	55755	binary;literature
11030	55684	binary;literature;signaling
4088	7704	binary;literature;signaling
3092	8218	binary;literature
3184	7533	binary;literature
10495	4110	binary;literature;signaling
25	4690	binary;literature;signaling
8027	80306	binary;literature
55093	9319	binary;literature;signaling
10915	51588	binary;literature;signaling
10539	5588	binary;literature;signaling
10681	4171	binary;literature;signaling
10253	83755	binary;literature;signaling
6672	7341	binary;literature;signaling
4087	6208	binary;literature;signaling
26047	57178	binary;literature;signaling
29102	57473	binary;literature;signaling
333	55791	binary;literature;signaling
26751	7431	binary;literature
51619	81603	binary;literature
1017	1033	binary;literature;signaling
10980	6513	binary;literature;signaling
23352	7320	binary;literature
23028	9094	binary;literature;signaling
7205	7414	binary;literature;signaling
196383	196383	binary;literature
26128	79156	binary;literature;signaling
10919	26148	binary;literature;signaling
10987	60314	binary;literature
3064	51003	binary;literature;signaling
10015	10268	binary;literature;signaling
5303	6709	binary;literature;signaling
4841	79666	binary;literature;signaling
4607	64750	binary;literature
129868	7322	binary;literature
10762	3838	binary;literature;signaling
9146	9443	binary;literature;signaling
10421	80709	binary;literature
2969	51691	binary;literature;signaling
10516	1822	binary;literature;signaling
11007	164127	binary;literature;signaling
3728	4794	binary;literature;signaling
10980	78987	binary;literature;signaling
10492	22927	binary;literature
1295	56893	binary;literature;signaling
112401	7335	binary;literature
22938	24144	binary;complexes
23624	9246	binary;literature
54840	9857	binary;literature
10497	114034	binary;literature;signaling
11063	11165	binary;literature;signaling
4134	5335	binary;literature
4690	7177	binary;literature
5050	84966	binary;literature;signaling
23043	287	binary;literature
5911	9136	binary;literature
613	84966	binary;literature;signaling
10524	367	binary;literature;signaling
515	7251	binary;literature
79165	9240	binary;literature;signaling
11059	7805	binary;literature;signaling
10691	4088	binary;literature;signaling
29109	583	binary;literature
593	594	binary;literature
7163	7165	binary;literature
7251	80128	binary;literature
23157	4735	binary;literature
3309	9564	binary;literature;signaling
11007	1838	binary;literature;signaling
4651	808	binary;literature
6908	7003	binary;literature
26019	7538	binary;literature;signaling
1822	5211	binary;literature;signaling
140545	9158	binary;literature
7391	7391	binary;literature
58477	80279	binary;literature
23521	51280	binary;literature
11043	4281	binary;literature;signaling
5770	87	binary;literature
5682	9111	binary;literature;signaling
1107	5802	binary;literature;signaling
1398	5706	binary;literature;signaling
26047	9646	binary;literature;signaling
23279	51013	binary;literature
146433	6310	binary;literature
10534	9513	binary;literature;signaling
10980	55643	binary;literature;signaling
23163	9135	binary;literature;signaling
4035	6498	binary;literature;signaling
2188	93145	binary;literature
8161	9463	binary;literature;signaling
7273	88	binary;literature;signaling
81605	984	binary;literature
54512	81889	binary;literature
57562	79641	binary;literature;signaling
57169	7322	binary;literature
1803	221914	binary;literature
10278	5335	binary;literature
10262	5601	binary;literature;signaling
25	8724	binary;literature
55284	9921	binary;literature
3048	4090	binary;literature
2885	51371	binary;literature
2146	23649	binary;literature;signaling
10263	7453	binary;literature;signaling
23028	8290	binary;literature;signaling
10879	4589	binary;literature
1406	4188	binary;literature;signaling
29110	29110	binary;literature
23557	9737	binary;literature;signaling
344148	4690	binary;literature
11244	55660	binary;literature;signaling
4830	7013	binary;literature
25861	4038	binary;literature
4690	9963	binary;literature
11143	6204	binary;literature;signaling
2060	4690	binary;literature
1454	25788	binary;literature;signaling
10589	8503	binary;literature;signaling
113878	83988	binary;literature;signaling
2079	7088	binary;literature;signaling
54797	9477	binary;literature;complexes
2885	94137	binary;literature
2170	51160	binary;literature
8794	90678	binary;literature;signaling
220869	7324	binary;literature
8468	8812	binary;literature
3251	3251	binary;literature
27231	29967	binary;literature;signaling
2475	57580	binary;literature
54474	79696	binary;literature
5618	7532	binary;literature;signaling
